id,location_id,sales_id,features_id,yearBuilt,assessorID,legalDescription,ownerOccupied,propertyType,taxAssessment,propertyTaxes,subdivision,zoning
"909-Jimson-Weed-Dr,-Socorro,-TX-79927",374,2,307,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"908-19th-St,-Eunice,-NM-88231",375,2,308,0.0,4 000 513 080 001,"WEST EUNICE ADD UNIT 2 BLOCK 1 W 73 OF LOT 10 W 73 OF LOT 11 W 73 OF LOT 12 101805-TOD BK1405,PG938 72815-ROBINSON, OLLIE BEL",0.0,Single Family,"{'2021': {'value': 35425, 'land': 4000, 'improvements': 31425}}",{'2021': {'total': 972}},WEST EUNICE ADD,Unknown
"24109-Willowbrooke-Ct,-Valencia,-CA-91354",376,211,309,2005.0,2810-094-011,TR=54019 LOT 48,1.0,Single Family,"{'2020': {'value': 738000, 'land': 220000, 'improvements': 518000}, '2023': {'value': 759491, 'land': 360498, 'improvements': 398993}}","{'2020': {'total': 10107}, '2023': {'total': 10132}}",54019,SCSP
"735-Halifax-Ln,-Brick,-NJ-08724",377,212,310,1993.0,07  01422-  10-00001,LOT:1 BLK:1422.10 DIST:07 CITY/MUNI/TWP:BRICK TWP MAP REF:TAX MAP 70.4,1.0,Single Family,"{'2022': {'value': 380100, 'land': 158400, 'improvements': 221700}}",{'2022': {'total': 9324}},Unknown,R20
"16-Sage-Field-Ln,-Latham,-NY-12110",378,2,311,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"165-Lexington-Ave,-Unit-5C,-New-York,-NY-10016",379,2,312,2021.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"11-Ranch-Valley-Rd,-Little-Rock,-AR-72207",380,2,313,1960.0,43L-204-00-005-00,RANCH VALLEY ADDN LT 4 & A 15' STRIP S & ADJ FORM PLAT AS ROOSEVELT ST,1.0,Single Family,"{'2020': {'value': 64790, 'land': 20000, 'improvements': 44790}}",{'2020': {'total': 2941}},RANCH VALLEY,Unknown
"263-Deephaven-Dr,-Cincinnati,-OH-45238",381,213,314,1968.0,540-0020-0227-00,DEEPHAVEN DR 59.37 X 142.65 IR LOT 175 DELSHIRE SUB BL D PT 2,1.0,Single Family,"{'2022': {'value': 46841, 'land': 8215, 'improvements': 38626}}",{'2022': {'total': 3067}},DELSHIR E SUB,Unknown
"908-Oak-St,-Johnson-City,-TN-37601",382,214,315,1940.0,090046F C 02100,DISTRICT: 9; SUBDIVISION: HUNTER & BROWN ADD; BLOCK: 12,0.0,Single Family,"{'2021': {'value': 17150, 'land': 5775, 'improvements': 11375}, '2022': {'value': 17150, 'land': 5775, 'improvements': 11375}}",{'2022': {'total': 666}},HUNTER & BROWN ADD,R4
"9543-W-Reno-View-Dr,-Peoria,-AZ-85345",383,215,316,2004.0,142-55-439,LA JOLLA GROVES MCR 640-20,1.0,Single Family,"{'2022': {'value': 28230, 'land': 5640, 'improvements': 22590}, '2023': {'value': 36250, 'land': 7250, 'improvements': 29000}}","{'2021': {'total': 1934}, '2022': {'total': 1809}}",LA JOLLA GROVES,PAD
"3080-Congress-Park-Dr,-Apt-817,-Lake-Worth,-FL-33461",384,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"412-Stafford-St,-Edna,-TX-77957",385,216,317,1946.0,R12456,"BTW, BLOCK 5, LOT E/2 11-ALL 12, ACRES 0.26",1.0,Single Family,"{'2022': {'value': 23060, 'land': 8780, 'improvements': 14280}}",{'2022': {'total': 134}},BTW,Unknown
"105-N-Calhoun-St,-Mount-Vernon,-GA-30445",386,2,318,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"820-Webb-St,-Sumter,-SC-29150",387,2,319,1950.0,250-16-03-049,LOT F C5-100 50 FT,0.0,Single Family,"{'2019': {'value': 1980, 'land': 180, 'improvements': 1800}, '2020': {'value': 1980, 'land': 180, 'improvements': 1800}}",{'2020': {'total': 803}},Unknown,GR
"3004-Greyhawk-Ct,-Spring-Hill,-TN-37174",388,217,320,2005.0,094170B H 02000,SUBD BURTONWOOD ADD PH 1 PB 37 PG 31 LOT 0175,1.0,Single Family,"{'2021': {'value': 104375, 'land': 18750, 'improvements': 85625}, '2022': {'value': 104375, 'land': 18750, 'improvements': 85625}}","{'2021': {'total': 2737}, '2022': {'total': 2681}}",BURTONWOOD ADD PH 1,Unknown
"1601-Green-St,-Apt-1,-San-Francisco,-CA-94123",389,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"521-N-Anaheim-Blvd,-Anaheim,-CA-92805",390,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"4223-N-Huson-St,-Tacoma,-WA-98407",391,218,321,1939.0,7030001480,SECTION 24 TOWNSHIP 21 RANGE 02 QUARTER 33 PROSPECT PARK PROSPECT PARK L 3 & N 20 FT OF 4 B 22,1.0,Single Family,"{'2021': {'value': 391300, 'land': 187200, 'improvements': 204100}, '2023': {'value': 539500, 'land': 295300, 'improvements': 244200}}","{'2021': {'total': 4917}, '2023': {'total': 5601}}",PROSPECT PARK,R2
"3244-Inverness-Ct,-Orlando,-FL-32806",392,219,322,1958.0,12-23-29-8076-08-120,SKYCREST V/97 LOT 12 & THAT PART OF LOT 13 DESC AS BEG NW COR OF LOT 13 RUN E 115.63 FT S 8 FT N 87 DEG W 65.98 FT N 83 DEG W,1.0,Single Family,"{'2019': {'value': 228527, 'land': 95000, 'improvements': 133527}, '2020': {'value': 222692, 'land': 100000, 'improvements': 122692}, '2021': {'value': 245347, 'land': 125000, 'improvements': 120347}, '2022': {'value': 298565, 'land': 150000, 'improvements': 148565}, '2023': {'value': 352732, 'land': 160000, 'improvements': 192732}}","{'2019': {'total': 3811}, '2020': {'total': 3795}, '2021': {'total': 4126}, '2022': {'total': 4629}, '2023': {'total': 5233}}",SKYCRESTS,R-1A
"3585-W-106th-Ter,-Hialeah,-FL-33018",393,220,323,2019.0,04-2016-007-0330,AQUABELLA SECTION TWO PB 173-008 T-23962 LOT 33 BLK 35 LOT SIZE 7225 SQ FT M/L FAU 04 2016 000 0110 & 0020,1.0,Single Family,"{'2019': {'value': 81591, 'land': 81591}, '2022': {'value': 454218}}","{'2020': {'total': 9638}, '2022': {'total': 9482}}",AQUABELLA SEC 2,9000:AGRICULTURE
"5773-Walsh-Rd,-Hector,-NY-14841",394,2,324,1960.0,442689 6.16-1-6,SURVEY BK.18 PG. 71,1.0,Single Family,"{'2022': {'value': 400000, 'land': 200000, 'improvements': 200000}}",{'2020': {'total': 4130}},Unknown,01 - NOT ZONED
"12509-Park-Knoll-Dr,-Cleveland,-OH-44125",395,221,325,1952.0,544-19-020,485 PKKNOLL 0056 ALL MB544 PG19 MB14625 PG0001,1.0,Single Family,"{'2022': {'value': 28670, 'land': 4970, 'improvements': 23700}}",{'2022': {'total': 3133}},Unknown,U-2
"2925-Billy-Williams-St,-Mobile,-AL-36612",396,2,326,1994.0,22 10 44 0 011 254.XXX,LOTS 7 & 8 BLK 21 MOLTONS ADD TO WHISTLER & CHICKASAW DBK 156 N S/204 #SEC 44 T3S R1W #MP22 10 44 0 011,0.0,Single Family,"{'2022': {'value': 12860, 'land': 1540, 'improvements': 11320}}",{'2022': {'total': 791}},MOLTONS ADD,Unknown
"1806-Janice-Ave,-Orlando,-FL-32803",397,222,327,1955.0,18-22-30-2970-03-060,GHIO TERRACE FIRST SECTION N/78 LOT 6 BLK C,0.0,Single Family,"{'2019': {'value': 280024, 'land': 160000, 'improvements': 120024}, '2022': {'value': 400768, 'land': 200000, 'improvements': 200768}}","{'2019': {'total': 4173}, '2022': {'total': 5864}}",GHIO TERRACE 1ST SEC,R-1AA
"118-Stonehedge-Dr,-Warner-Robins,-GA-31088",398,223,328,1980.0,0W33AB 034000,118 BLDG 15 FEATHERSTONE PH 2,0.0,Single Family,"{'2022': {'value': 16680, 'land': 2400, 'improvements': 14280}}",{'2022': {'total': 384}},FEATHERSTONE HARBOUR,R3
"42138-Purplebush-Ave-Apt-35-d,-Lancaster,-CA-93536",399,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2277-Banning-Rd,-Apt-222,-Cincinnati,-OH-45239",400,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2072-Nc-Hwy,-96,-Creedmoor,-NC-27522",401,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"16-Spring-St,-Haverstraw,-NY-10927",402,224,329,1895.0,392201 26.44-1-21,21.-1-13,0.0,Apartment,"{'2019': {'value': 193500, 'land': 50000, 'improvements': 143500}}",{'2016': {'total': 9214}},FOREST BROOK ESTATES AMD,120
"Cty-Rd,---160,-Westcliffe,-CO-81252",403,2,46,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"606-Center-Ave,-Unit-Upper,-Janesville,-WI-53545",404,2,330,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"666-Sanmortiz-Dr,-Bayfield,-CO-81122",405,2,331,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"7117-Hop-St,-Azle,-TX-76020",406,2,332,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"313-Canterberry-Ln,-Oak-Brook,-IL-60523",407,225,333,1968.0,06-36-202-010,PT SW 1/4 NE 1/4 DESC IN BK 79 OF DDS PG 62 /EX W 165 FT/ /EX E 165 FT/,1.0,Single Family,"{'2021': {'value': 883330, 'land': 838910, 'improvements': 44420}}",{'2022': {'total': 33687}},PT SW 01/4 NE 01/4 DESC,R
"6601-Sw-18th-St,-Apt-105,-Pembroke-Pines,-FL-33023",408,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1293-Biscayne-Grove-Ln,-Jacksonville,-FL-32218",409,226,334,2014.0,019701-5395,67-55 38-1N-26E .108 BISCAYNE GROVE REPLAT LOT 16,1.0,Single Family,"{'2021': {'value': 148150}, '2022': {'value': 152594}}","{'2021': {'total': 2075}, '2022': {'total': 2096}}",BISCAYNE GROVE REPLAT,PUD
"4975-Bonita-Beach-Rd,-Unit-607,-Bonita-Springs,-FL-34134",410,227,335,1997.0,24769900841,"BRIDGEWATER, THE A CONDOMINIUM UNIT 607",0.0,Condo,{'2022': {'value': 699820}},{'2022': {'total': 8199}},"BRIDGEWATER, THE A CONDOMINIUM",Unknown
"4210-220th-St-SW,-Mountlake-Terrace,-WA-98043",411,228,336,1956.0,00525200000400,MOUNTLAKE TERRACE DIV 55 BLK 000 D-00 - TR 4,1.0,Single Family,"{'2019': {'value': 319500, 'land': 249300, 'improvements': 70200}, '2020': {'value': 360800, 'land': 261900, 'improvements': 98900}}","{'2019': {'total': 3136}, '2020': {'total': 3561}}",MOUNTLAKE TERRACE DIV 55,PB
"6360-Vistaridge-Ln,-Madeira,-OH-45227",412,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"2223-Ne-Clipper-Pl,-Unit-5206,-Fort-Lauderdale,-FL-33312",413,2,337,2006.0,Unknown,Unknown,0.0,Townhouse,Unknown,Unknown,Unknown,Unknown
"1224-Sunbeam-Cv,-Anna,-TX-75409",414,229,338,2022.0,R-12491-00E-0170-1,"ANNA RANCH PHASE 1A (CAN), BLK E, LOT 17",1.0,Single Family,"{'2023': {'value': 342460, 'land': 96250, 'improvements': 246210}}",{'2022': {'total': 1168}},ANNA RANCH PHASE 1A (CAN),Unknown
"2481-W-Bravura-Dr,-Citrus-Springs,-FL-34433",415,230,339,1999.0,18E-17S-10-0210-14120-016.0,CITRUS SPGS UNIT 21 PB 7 PG 73 LOT 16 BLK 1412,1.0,Single Family,"{'2019': {'value': 90599, 'land': 2400, 'improvements': 88199}, '2020': {'value': 103460, 'land': 2000, 'improvements': 101460}, '2022': {'value': 141658, 'land': 5600, 'improvements': 136058}}","{'2019': {'total': 1338}, '2020': {'total': 1643}, '2022': {'total': 1289}}",CITRUS SPRINGS UNIT 21,RUR RURAL RESIDENTIAL
"1913-Apollo-Ct,-Walnut-Creek,-CA-94598",416,231,340,1981.0,144-270-076-9,T04829 L0076 B,1.0,Single Family,"{'2019': {'value': 293589, 'land': 123124, 'improvements': 170465}, '2021': {'value': 302562, 'land': 126887, 'improvements': 175675}, '2023': {'value': 910350, 'land': 598230, 'improvements': 312120}}","{'2019': {'total': 3898}, '2020': {'total': 3939}, '2023': {'total': 10811}}",Unknown,P1
"784-Willow-Creek-Dr,-Fairlawn,-OH-44333",417,232,341,2005.0,72-00409,WILLOW CREEK PHASE THREE LOT 96 ALL,1.0,Single Family,"{'2020': {'value': 99620, 'land': 19620, 'improvements': 80000}, '2022': {'value': 99620, 'land': 19620, 'improvements': 80000}}","{'2020': {'total': 5401}, '2022': {'total': 5463}}",WILLOW CREEK PH THREE,Unknown
"285-Evergreen-Rd,-Fitzgerald,-GA-31750",418,2,342,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"15115-Mesa-Dr,-Apt-256,-Humble,-TX-77396",419,233,343,1978.0,1143320080006,UNIT 256 BLDG H .00847 INT COMMON LAND & ELE AUDUBON PARK CONDO,0.0,Condo,"{'2019': {'value': 18047, 'land': 3429, 'improvements': 14618}, '2020': {'value': 21969, 'land': 4174, 'improvements': 17795}, '2021': {'value': 14000, 'land': 2660, 'improvements': 11340}, '2022': {'value': 14000, 'land': 2660, 'improvements': 11340}, '2023': {'value': 14000, 'land': 2660, 'improvements': 11340}}","{'2017': {'total': 533}, '2019': {'total': 519}, '2020': {'total': 127}, '2021': {'total': 383}, '2022': {'total': 365}}",AUDUBON PARK CONDO,Unknown
"1128-Somerset-Cir-S,-Dunedin,-FL-34698",420,234,344,1989.0,35-28-15-98115-000-0720,WILLOW WOOD VILLAGE LOT 72,0.0,Single Family,"{'2021': {'value': 136503}, '2022': {'value': 165989}}","{'2021': {'total': 2076}, '2022': {'total': 2269}}",WILLOW WOOD VILLAGE,Unknown
"17-Bonair-Ave,-Waterbury,-CT-06710",421,2,345,1936.0,WATE M:0116 B:0953 L:0056,MAPNUM:000116 WARDNUM:00 BLOCKNUM:000953 LOTNUM:000056 UNITNUM:00000,1.0,Single Family,"{'2021': {'value': 79330, 'land': 22810, 'improvements': 56520}}",{'2021': {'total': 4776}},Unknown,RL
"1400-W-Peachtree-St-NW,-Unit-1815,-Atlanta,-GA-30309",422,2,346,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"5800-Nw-64th-Ave,-Apt-104,-Tamarac,-FL-33319",423,235,347,1974.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"3203-Dawnwood-Dr,-Spring,-TX-77380",424,236,348,1972.0,9242-03-11400,"TIMBER RIDGE 03, LOT 114",1.0,Single Family,"{'2021': {'value': 157230, 'land': 5320, 'improvements': 151910}, '2022': {'value': 208880, 'land': 5320, 'improvements': 203560}, '2023': {'value': 256800, 'land': 18290, 'improvements': 238510}}","{'2021': {'total': 4081}, '2022': {'total': 5145}, '2023': {'total': 6326}}",TIMBER RIDGE 03,6
"5733-Cypress-Ln,-North-Little-Rock,-AR-72117",425,237,349,2019.0,23S-056-01-809-00,LOT 809 TRAMMEL ESTATES PHASE VI-A,1.0,Single Family,"{'2020': {'value': 26690, 'land': 5500, 'improvements': 21190}, '2022': {'value': 31470, 'land': 6400, 'improvements': 25070}, '2023': {'value': 31470, 'land': 6400, 'improvements': 25070}}","{'2020': {'total': 1016}, '2022': {'total': 1016}, '2023': {'total': 1391}}",TRAMMEL ESTATES,Unknown
"5934-Haverford-Ave,-Philadelphia,-PA-19151",426,2,350,1920.0,871507830,"64' W SALFORD ST; LOT 16'X87'7""ELX",0.0,Single Family,"{'2018': {'value': 65600, 'land': 13120, 'improvements': 52480}}",{'2018': {'total': 918}},Unknown,CMX2
"112-Fleet-Pl,-Unit-4B,-New-York-City,-NY-11201",427,2,351,0.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"695-Owen-Rd,-York,-PA-17403",428,2,352,1986.0,54-000-II-0033.B0-00000,LOT 2 PP EE-362,1.0,Single Family,"{'2020': {'value': 286480, 'land': 39280, 'improvements': 247200}, '2021': {'value': 286480, 'land': 39280, 'improvements': 247200}}","{'2020': {'total': 8930}, '2021': {'total': 8930}}",Unknown,AG
"812-85th-St,-Miami-Beach,-FL-33141",429,2,353,1949.0,Unknown,Unknown,0.0,Duplex-Triplex,Unknown,Unknown,Unknown,Unknown
"PO-Box-546,-Lakeland,-MI-48143",430,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"12913-Alton-Sq,-Apt-102,-Herndon,-VA-20170",431,238,354,1996.0,016-4-14-04-0102,WORLDGATE CONDO UNIT 102 PHASE 4 PSG1-57,1.0,Condo,"{'2019': {'value': 230700, 'land': 46000, 'improvements': 184700}, '2022': {'value': 285410, 'land': 57000, 'improvements': 228410}}","{'2019': {'total': 2730}, '2022': {'total': 4020}}",WORLDGATE CONDO,PD-W(PLANNED DEV-WORLDGAT
"11232-Wheeling-Dr,-Tampa,-FL-33625",432,239,355,1978.0,U18281813Y000003000110,HENDERSON ROAD SUBDIVISION UNIT NO 3 LOT 11 BLOCK 3,1.0,Single Family,"{'2019': {'value': 76197}, '2022': {'value': 81412}}","{'2019': {'total': 1005}, '2022': {'total': 1198}}",HENDERSON ROAD SUBDIVISION UNIT NO 3,RSC-6
"2004-W-Government-St,-Pensacola,-FL-32502",433,240,356,2019.0,00-0S-00-9080-021-104,E 20 FT OF LT 21 AND W 10 FT OF LOT 22 BLK 104 MAXENT TRACT OR 8490 P 214 CA 118,0.0,Single Family,{'2023': {'value': 201380}},{'2023': {'total': 3542}},MAXENT TRACT PDB 14 P 365,C-1
"8196-N-Cedar-Springs-Rd,-Apt-1,-Eagle-Mountain,-UT-84005",434,241,357,2003.0,55-555-0025,"UNIT 1, BUILDING Q, WILLOW SPRINGS CONDO PHASE 3. AREA 0.036 AC",1.0,Condo,"{'2022': {'value': 148060}, '2023': {'value': 155265}}",{'2022': {'total': 1299}},WILLOW SPRINGS,Unknown
"98-S-Flickering-Sun-Cir,-The-Woodlands,-TX-77382",435,242,358,2004.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"720-Wood-St,-Bristol,-PA-19007",436,243,359,1860.0,Unknown,Unknown,0.0,Townhouse,Unknown,Unknown,Unknown,Unknown
"3008-Breeden-Ave,-Apt-3,-San-Antonio,-TX-78212",437,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"30115-Redwood-Peak-Ln,-Brookshire,-TX-77423",438,244,360,2013.0,976201-002-004-000,S976201 WILLOW CREEK FARMS 2 SECTION 1 BLK 2 LOT 4 ACRES 0.1887,1.0,Single Family,"{'2022': {'value': 380550, 'land': 50000, 'improvements': 330550}, '2023': {'value': 454850, 'land': 50000, 'improvements': 404850}}","{'2021': {'total': 174276}, '2022': {'total': 169234}}",WILLOW CREEK FARMS 2 SEC 1,Unknown
"112-Foxford-Ln,-Mullica-Hill,-NJ-08062",439,2,46,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"1-W-End-Ct,-Apt-5,-Long-Branch,-NJ-07740",440,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"155-N-Nassau-Ave,-Massapequa,-NY-11758",441,245,361,1956.0,48-077-00-0512,TOWN #3 SCH DIST 022,1.0,Single Family,"{'2020': {'value': 657, 'land': 656, 'improvements': 1}}",{'2020': {'total': 11283}},Unknown,Unknown
"2925-61st-Ave-NE,-Federal-Way,-WA-98422",442,246,362,1989.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"355-E-Mountain-Vista-Pl,-Oro-Valley,-AZ-85704",443,2,363,0.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"521-University-Blvd,-Apt-2,-Daytona-Beach,-FL-32118",444,2,364,0.0,Unknown,Unknown,0.0,Townhouse,Unknown,Unknown,Unknown,Unknown
"39831-High-St,-Cherry-Valley,-CA-92223",445,2,365,1962.0,403-050-010,.85 ACRES M/L IN POR LOT 2 BLK 7 MB 002/054 SB CHERRY VALLEY LAND & WATER CO,0.0,Single Family,"{'2019': {'value': 48210, 'land': 12676, 'improvements': 35534}, '2022': {'value': 50674, 'land': 13323, 'improvements': 37351}, '2023': {'value': 51687, 'land': 13589, 'improvements': 38098}}","{'2019': {'total': 704}, '2022': {'total': 738}}",CHERRY VALLEY LAND & WATER COMPANY,R1
"114-N-Martin-Luther-King-Jr-Ave,-Clearwater,-FL-33755",446,247,366,1926.0,15-29-15-53928-001-0100,"MCMULLEN'S, SARAH SUB BLK 1, N 1/2 OF LOT 10",0.0,Duplex-Triplex,{'2022': {'value': 200000}},{'2022': {'total': 3519}},"MCMULLEN'S, SARAH SUB",Unknown
"L88-Amberwood-Ln,-Lot-88,-Janesville,-WI-53545",447,2,46,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"185-Sexton-Rd,-West-Babylon,-NY-11704",448,248,367,1968.0,0100-141.00-01.00-032.000,FM 183 SEC D BL 40 LOTS P/O LTS 25-27 INC,1.0,Single Family,"{'2022': {'value': 3340, 'land': 210, 'improvements': 3130}}",Unknown,BELMONT TERRACE,C
"2815-Yarling-Ct,-Falls-Church,-VA-22042",449,2,368,1985.0,049-4-11-2815,CARR AT NEW PROVIDENCE CONDO UNIT 2815 PHASE 6-C 9944-1914,1.0,Condo,"{'2020': {'value': 356600, 'land': 71000, 'improvements': 285600}}",{'2020': {'total': 4220}},CARR AT NEW PROVIDENCE CONDO,PDC(RES DEV-NOT RETAIL)
"2695-S-Kihei-Rd,-Apt-10401,-Kihei,-HI-96753",450,2,369,1983.0,2390040040424,"APT 401, BLDG 10 KAMAOLE SANDS CM 706 TOG/PRKG STALL 56 UND 0.27011 PERCENTAGE INT IN ALL COMMON ELEMENTS & LAND",0.0,Condo,Unknown,Unknown,KAMAOLE SANDS,A-2
"3-North-Cir,-Matawan,-NJ-07747",451,2,370,1961.0,01  00006-0000-00016,LOT:16 BLK:6 DIST:01 CITY/MUNI/TWP:ABERDEEN TWP MAP REF:TAX MAP 1,1.0,Single Family,"{'2022': {'value': 452300, 'land': 249500, 'improvements': 202800}}",{'2021': {'total': 11009}},Unknown,PC
"1901-S-Cedar-St,-Little-Rock,-AR-72204",452,249,371,1958.0,34L1630005400,Unknown,0.0,Single Family,"{'2018': {'value': 600, 'land': 600}}",Unknown,CEDAR HEIGHTS,Unknown
"Highland-Rd,-Lot-55,-Baton-Rouge,-LA-70802",453,2,372,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"4925-White-Bud-Ct,-Windermere,-FL-34786",454,250,373,2006.0,10-23-27-8394-02-130,SUMMERPORT PHASE 5 58/124 LOT 213,0.0,Single Family,"{'2022': {'value': 383942, 'land': 110000, 'improvements': 273942}}",{'2022': {'total': 5990}},SUMMERPORT PH 5,P-D
"PO-Box-8952,-Savannah,-GA-31412",455,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1317-W-Brazil-St,-Compton,-CA-90220",456,2,374,1950.0,6143-003-045,TRACT NO 16558 LOT 112,1.0,Single Family,"{'2019': {'value': 200905, 'land': 118005, 'improvements': 82900}}",{'2019': {'total': 3760}},16558,CORL*
"4968-Dunkirk-St,-Denver,-CO-80249",457,251,375,2016.0,00153-13-005-000,GREEN VALLEY RANCH #61 B 1 LOT 5,1.0,Single Family,"{'2022': {'value': 29940, 'land': 4430, 'improvements': 25510}}",{'2022': {'total': 3986}},GREEN VALLEY RANCH #61,R-MU-20
"8600-W-Charleston-Blvd,-Apt-2071,-Las-Vegas,-NV-89117",458,252,376,1990.0,138-32-819-143,VERANO CONDO PLAT BOOK 124 PAGE 63 UNIT 2071 BLDG 14,0.0,Condo,"{'2020': {'value': 29597, 'land': 15400, 'improvements': 14197}}",{'2019': {'total': 465}},VERANO CONDO,Unknown
"757-Peninsula-Dr,-Davidson,-NC-28036",459,253,377,2001.0,003-211-58,UNIT 30 BLD 2 U/F 528-7,0.0,Condo,"{'2022': {'value': 213200, 'improvements': 213200}}",{'2022': {'total': 1934}},BOARDWALK CONDO,LPA
"77-Fulton-St,-Apt-11K,-New-York-City,-NY-10038",460,2,378,0.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"10-Kirkwood-St-NE,-Rome,-GA-30161",461,254,379,1935.0,J12Z-   -079  -,LT 100 CELANESE PB4-76 #10 KIRKWOOD ST,0.0,Apartment,"{'2022': {'value': 10249, 'land': 7049, 'improvements': 3200}}",{'2022': {'total': 339}},CELANESE,H-T-R
"318-W-122nd-St,-Los-Angeles,-CA-90061",462,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1101-Ellis-Ave,-Orangeburg,-SC-29115",463,255,380,1950.0,0173-06-16-008,1101 ELLIS AVE 5100231014,1.0,Single Family,"{'2019': {'value': 3094, 'land': 462, 'improvements': 2632}, '2020': {'value': 3094, 'land': 462, 'improvements': 2632}, '2022': {'value': 3094, 'land': 462, 'improvements': 2632}}","{'2019': {'total': 517}, '2022': {'total': 843}}",Unknown,Unknown
"630-8th-St,-Wilmette,-IL-60091",464,256,381,1998.0,05-34-210-001,(DINGEES) ADD TO (WILMETTE) IN OUILMETTE RESERVE IN S ECS26 & 27 SEC 26-42-13,1.0,Single Family,"{'2018': {'value': 125186, 'land': 23826, 'improvements': 101360}, '2021': {'value': 118406, 'land': 27588, 'improvements': 90818}}","{'2018': {'total': 28965}, '2021': {'total': 29896}}",DINGEES ADD TO WILMETTE,Unknown
"606-N-25th-St,-Reading,-PA-19606",465,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"10665-Quinn-St,-Shirley,-IL-61772",466,2,382,1936.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"2419-Ontario-Rd-NW,-Apt-301,-Washington,-DC-20009",467,2,383,0.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"106-Spyglass-Dr,-Lufkin,-TX-75901",468,257,384,1980.0,3726-318-005-002-00,3726 CROWN COLONY SEC V-A BLK 5 LOT 2,1.0,Single Family,"{'2022': {'value': 248680, 'land': 26340, 'improvements': 222340}}",{'2021': {'total': 3103}},CROWN COLONY SEC V-A,Unknown
"10110-Westview-Dr,-Apt-2403,-Houston,-TX-77043",469,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1005-Tanbark-Rd,-Apt-226,-Lexington,-KY-40515",470,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"15740-Beau-Ridge-Dr,-Woodbridge,-VA-22193",471,258,385,1991.0,8290-07-8980,BEAU RIDGE ESTATES SEC 2 LOT 128,1.0,Single Family,"{'2020': {'value': 404600, 'land': 157500, 'improvements': 247100}, '2022': {'value': 490200, 'land': 190300, 'improvements': 299900}}","{'2020': {'total': 2497}, '2022': {'total': 5543}}",BEAU RIDGE ESTATES,R4
"1773-Wells-Branch-Pkwy,-Apt-504,-Austin,-TX-78728",472,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
